transaction_id,company_id,supplier_id,category,amount,transaction_date,payment_type,region
2547,15,1,Travel,568.84,2024-01-12,Virtual Card,APAC
2548,5,2,Logistics,237.58,2024-09-18,Virtual Card,APAC
2549,10,8,SaaS,421.64,2024-05-03,Corporate Card,APAC
2550,10,9,Operations,864.22,2024-11-21,Corporate Card,APAC
2551,10,6,IT Hardware,553.88,2024-09-22,Corporate Card,APAC
2552,10,9,SaaS,378.97,2024-09-08,Corporate Card,APAC
2553,6,9,Travel,849.86,2024-04-10,Corporate Card,APAC
2554,3,2,SaaS,624.79,2024-06-21,Virtual Card,APAC
2555,20,5,Operations,246.64,2024-11-18,Corporate Card,APAC
2556,6,9,Travel,153.53,2024-10-22,Corporate Card,APAC
2557,8,11,SaaS,367.04,2024-02-16,Corporate Card,APAC
2558,10,2,Travel,135.08,2024-03-08,Virtual Card,APAC
2559,8,10,SaaS,313.78,2024-10-13,Corporate Card,APAC
2560,7,4,Travel,2170.03,2024-12-04,Virtual Card,APAC
2561,8,8,SaaS,779.14,2024-04-17,Corporate Card,APAC
2562,13,8,Operations,455.7,2024-11-20,Corporate Card,APAC
2563,4,8,SaaS,339.87,2024-02-24,Corporate Card,APAC
2564,14,4,Travel,249.04,2024-01-25,Corporate Card,APAC
2565,4,1,Travel,690.41,2024-03-22,Corporate Card,APAC
2566,10,6,Operations,275.5,2024-03-10,Corporate Card,APAC
2567,4,11,Travel,533.55,2024-05-30,Virtual Card,APAC
2568,11,8,Operations,738.06,2024-05-14,Corporate Card,APAC
2569,5,1,Travel,294.16,2024-09-07,Virtual Card,APAC
2570,14,5,SaaS,540.82,2024-07-04,Corporate Card,APAC
2571,4,9,SaaS,368.62,2024-07-26,Virtual Card,APAC
2572,5,6,SaaS,542.11,2024-10-29,Corporate Card,APAC
2573,13,21,SaaS,705.52,2024-10-02,Corporate Card,APAC
2574,11,4,Logistics,1673.69,2024-09-25,Virtual Card,APAC
2575,2,8,Operations,237.89,2024-02-14,Corporate Card,APAC
2576,16,10,Travel,350.35,2024-01-18,Corporate Card,APAC
2577,5,3,Travel,861.42,2024-12-27,Corporate Card,APAC
2578,4,4,Travel,415.85,2024-07-12,Corporate Card,APAC
2579,11,5,Operations,580.55,2024-07-11,Corporate Card,APAC
2580,12,6,Operations,328.88,2024-08-14,Corporate Card,APAC
2581,2,11,SaaS,507.05,2024-04-07,Corporate Card,APAC
2582,19,8,SaaS,578.66,2024-04-13,Corporate Card,APAC
2583,12,1,Logistics,500.83,2024-06-15,Virtual Card,APAC
2584,5,7,Travel,311.52,2024-07-30,Corporate Card,APAC
2585,14,10,Travel,381.87,2024-03-24,Corporate Card,APAC
2586,15,4,Travel,141.83,2024-11-26,Corporate Card,APAC
2587,12,11,Travel,520.15,2024-06-18,Corporate Card,APAC
2588,12,10,SaaS,452.78,2024-07-03,Corporate Card,APAC
2589,4,4,IT Hardware,184.18,2024-10-22,Virtual Card,APAC
2590,3,14,SaaS,406.86,2024-02-11,Corporate Card,APAC
2591,1,3,Operations,187.19,2024-05-31,Corporate Card,APAC
2592,16,3,SaaS,330.71,2024-09-12,Corporate Card,APAC
2593,11,11,SaaS,656.25,2024-11-25,Virtual Card,APAC
2594,18,5,SaaS,1401.07,2024-02-23,Virtual Card,APAC
2595,13,12,Logistics,218.51,2024-12-09,Virtual Card,APAC
2596,1,13,SaaS,354.2,2024-02-29,Virtual Card,APAC
2597,16,2,IT Hardware,529.87,2024-01-05,Corporate Card,APAC
2598,4,10,Travel,396.49,2024-08-09,Corporate Card,APAC
2599,17,3,IT Hardware,310.96,2024-07-28,Corporate Card,APAC
2600,16,7,SaaS,528.02,2024-03-06,Corporate Card,APAC
2601,11,9,Operations,351.41,2024-10-11,Virtual Card,APAC
2602,4,2,IT Hardware,343.92,2024-03-20,Virtual Card,APAC
2603,13,9,Operations,616.05,2024-07-18,Corporate Card,APAC
2604,9,2,SaaS,534.43,2024-07-27,Corporate Card,APAC
2605,13,10,Logistics,698.2,2024-03-18,Corporate Card,APAC
2606,14,5,Operations,619.33,2024-06-02,Corporate Card,APAC
2607,15,6,IT Hardware,904.23,2024-04-18,Corporate Card,APAC
2608,17,1,SaaS,494.96,2024-08-24,Corporate Card,APAC
2609,14,6,Logistics,1232.38,2024-06-30,Corporate Card,APAC
2610,1,1,Travel,280.74,2024-05-14,Corporate Card,APAC
2611,13,10,Travel,763.11,2024-11-10,Corporate Card,APAC
2612,11,7,Travel,520.04,2024-12-11,Corporate Card,APAC
2613,13,21,Travel,543.07,2024-08-07,Corporate Card,APAC
2614,14,3,Travel,237.61,2024-10-04,Virtual Card,APAC
2615,17,3,Operations,588.43,2024-07-07,Corporate Card,APAC
2616,18,9,Travel,993.71,2024-06-05,Virtual Card,APAC
2617,16,9,Travel,346.75,2024-11-27,Corporate Card,APAC
2618,8,8,SaaS,901.87,2024-08-27,Corporate Card,APAC
2619,5,8,SaaS,340.7,2024-12-08,Virtual Card,APAC
2620,8,8,Travel,600.14,2024-09-24,Corporate Card,APAC
2621,6,9,Logistics,637.7,2024-11-01,Corporate Card,APAC
2622,20,7,Operations,710.92,2024-01-30,Corporate Card,APAC
2623,20,3,Operations,431.01,2024-06-27,Corporate Card,APAC
2624,12,10,Travel,407.0,2024-10-19,Corporate Card,APAC
2625,9,9,IT Hardware,759.81,2024-03-20,Corporate Card,APAC
2626,20,8,IT Hardware,141.6,2024-01-28,Corporate Card,APAC
2627,15,8,SaaS,171.67,2024-02-01,Corporate Card,APAC
2628,14,20,Operations,252.78,2024-02-06,Corporate Card,APAC
2629,11,11,Travel,522.16,2024-01-18,Corporate Card,APAC
2630,6,8,Travel,294.13,2024-09-03,Corporate Card,APAC
2631,16,19,Travel,1074.95,2024-10-19,Virtual Card,APAC
2632,19,8,Travel,318.45,2024-11-28,Corporate Card,APAC
2633,18,3,IT Hardware,380.9,2024-09-21,Corporate Card,APAC
2634,16,1,IT Hardware,294.3,2024-12-06,Corporate Card,APAC
2635,9,8,Travel,653.83,2024-12-12,Virtual Card,APAC
2636,3,9,Travel,455.91,2024-09-24,Corporate Card,APAC
2637,6,6,Logistics,1239.03,2024-05-04,Corporate Card,APAC
2638,9,3,Operations,457.82,2024-06-15,Corporate Card,APAC
2639,16,18,SaaS,244.32,2024-11-19,Corporate Card,APAC
2640,14,5,Travel,402.86,2024-04-08,Virtual Card,APAC
2641,7,3,Logistics,128.11,2024-05-06,Corporate Card,APAC
2642,8,8,Travel,339.64,2024-01-03,Corporate Card,APAC
2643,15,2,IT Hardware,919.31,2024-01-19,Corporate Card,APAC
2644,17,6,Travel,825.24,2024-10-25,Virtual Card,APAC
2645,6,3,Travel,474.87,2024-11-18,Corporate Card,APAC
2646,8,4,Logistics,430.84,2024-08-25,Corporate Card,APAC
2647,19,1,Travel,494.04,2024-02-24,Corporate Card,APAC
2648,13,1,Travel,189.77,2024-02-26,Corporate Card,APAC
2649,8,1,Logistics,210.45,2024-02-26,Corporate Card,APAC
2650,15,8,Travel,206.16,2024-06-10,Corporate Card,APAC
2651,19,14,SaaS,475.2,2024-02-25,Corporate Card,APAC
2652,20,4,Travel,745.93,2024-09-27,Corporate Card,APAC
2653,2,7,SaaS,145.82,2024-10-12,Virtual Card,APAC
2654,8,9,Travel,396.98,2024-05-25,Corporate Card,APAC
2655,3,10,SaaS,403.46,2024-06-16,Corporate Card,APAC
2656,8,5,Operations,452.16,2024-02-12,Corporate Card,APAC
2657,19,15,SaaS,277.96,2024-03-04,Corporate Card,APAC
2658,2,5,SaaS,559.79,2024-05-30,Virtual Card,APAC
2659,3,8,Operations,686.84,2024-11-03,Virtual Card,APAC
2660,7,2,Travel,455.34,2024-07-11,Corporate Card,APAC
2661,11,2,Travel,512.66,2024-02-10,Corporate Card,APAC
2662,17,5,SaaS,193.29,2024-11-24,Virtual Card,APAC
2663,17,3,Operations,502.49,2024-12-01,Virtual Card,APAC
2664,20,1,Travel,800.03,2024-12-14,Corporate Card,APAC
2665,7,7,SaaS,242.43,2024-10-12,Corporate Card,APAC
2666,15,10,Travel,495.26,2024-03-27,Virtual Card,APAC
2667,19,16,Travel,653.03,2024-05-27,Corporate Card,APAC
2668,13,6,Travel,290.14,2024-01-22,Corporate Card,APAC
2669,9,3,Operations,923.05,2024-06-18,Corporate Card,APAC
2670,12,8,SaaS,689.19,2024-01-27,Virtual Card,APAC
2671,8,13,Logistics,167.54,2024-02-29,Corporate Card,APAC
2672,7,7,Operations,300.75,2024-10-15,Corporate Card,APAC
2673,2,8,Travel,242.47,2024-08-04,Corporate Card,APAC
2674,1,9,SaaS,481.06,2024-01-08,Corporate Card,APAC
2675,19,9,SaaS,408.6,2024-10-19,Corporate Card,APAC
2676,18,9,Travel,661.44,2024-02-20,Corporate Card,APAC
2677,12,3,IT Hardware,628.1,2024-07-24,Corporate Card,APAC
2678,11,7,SaaS,873.06,2024-08-23,Corporate Card,APAC
2679,10,16,IT Hardware,1013.56,2024-11-09,Virtual Card,APAC
2680,4,9,SaaS,125.09,2024-08-02,Corporate Card,APAC
2681,8,4,SaaS,548.91,2024-02-29,Corporate Card,APAC
2682,11,9,Travel,404.39,2024-10-15,Corporate Card,APAC
2683,20,5,Operations,244.58,2024-03-30,Corporate Card,APAC
2684,16,22,SaaS,651.19,2024-05-06,Corporate Card,APAC
2685,16,2,SaaS,444.27,2024-03-11,Corporate Card,APAC
2686,10,5,SaaS,898.07,2024-11-15,Corporate Card,APAC
2687,5,6,SaaS,488.08,2024-07-24,Corporate Card,APAC
2688,18,2,Operations,1064.74,2024-08-16,Virtual Card,APAC
2689,8,4,Travel,297.76,2024-08-11,Corporate Card,APAC
2690,2,1,SaaS,1180.51,2024-09-02,Virtual Card,APAC
2691,9,2,SaaS,164.59,2024-10-03,Corporate Card,APAC
2692,16,9,SaaS,531.59,2024-05-08,Corporate Card,APAC
2693,11,6,SaaS,439.75,2024-01-02,Virtual Card,APAC
2694,20,22,Travel,344.62,2024-10-10,Corporate Card,APAC
2695,5,16,IT Hardware,128.59,2024-11-03,Corporate Card,APAC
2696,16,14,IT Hardware,451.97,2024-12-26,Virtual Card,APAC
2697,6,3,SaaS,197.52,2024-03-31,Corporate Card,APAC
2698,13,9,IT Hardware,305.43,2024-01-21,Virtual Card,APAC
2699,3,8,IT Hardware,343.74,2024-08-07,Virtual Card,APAC
2700,15,4,IT Hardware,303.85,2024-02-23,Corporate Card,APAC
2701,7,2,SaaS,355.18,2024-03-02,Corporate Card,APAC
2702,7,12,Travel,493.9,2024-04-22,Corporate Card,APAC
2703,6,10,Travel,120.4,2024-11-15,Corporate Card,APAC
2704,12,3,IT Hardware,560.48,2024-10-11,Virtual Card,APAC
2705,1,6,Operations,146.97,2024-02-17,Corporate Card,APAC
2706,12,10,Operations,906.4,2024-06-20,Virtual Card,APAC
2707,5,4,Operations,484.6,2024-01-22,Corporate Card,APAC
2708,12,5,SaaS,479.45,2024-09-06,Corporate Card,APAC
2709,15,6,SaaS,340.9,2024-10-28,Corporate Card,APAC
2710,8,12,SaaS,1109.53,2024-12-26,Virtual Card,APAC
2711,18,9,IT Hardware,573.13,2024-04-16,Corporate Card,APAC
2712,17,11,SaaS,217.72,2024-06-18,Corporate Card,APAC
2713,17,9,Operations,696.83,2024-04-19,Virtual Card,APAC
2714,7,8,SaaS,321.75,2024-05-22,Corporate Card,APAC
2715,4,5,Operations,425.31,2024-09-29,Virtual Card,APAC
2716,3,1,Operations,273.1,2024-03-10,Corporate Card,APAC
2717,5,13,Travel,583.39,2024-02-17,Corporate Card,APAC
2718,16,1,IT Hardware,1334.02,2024-04-14,Corporate Card,APAC
2719,13,1,Travel,194.03,2024-10-21,Corporate Card,APAC
2720,20,14,SaaS,758.24,2024-06-14,Corporate Card,APAC
2721,4,8,Operations,411.87,2024-09-13,Corporate Card,APAC
2722,11,8,Travel,875.54,2024-08-06,Corporate Card,APAC
2723,17,1,SaaS,169.05,2024-11-25,Corporate Card,APAC
2724,10,8,Travel,457.13,2024-03-23,Corporate Card,APAC
2725,3,1,Operations,297.0,2024-03-26,Virtual Card,APAC
2726,4,8,Travel,207.12,2024-06-17,Virtual Card,APAC
2727,16,5,Travel,247.64,2024-12-29,Corporate Card,APAC
2728,1,8,IT Hardware,704.29,2024-08-01,Corporate Card,APAC
2729,10,13,Travel,434.95,2024-12-30,Corporate Card,APAC
2730,19,9,Travel,616.45,2024-08-15,Corporate Card,APAC
2731,7,5,Logistics,202.07,2024-12-02,Corporate Card,APAC
2732,9,3,SaaS,179.28,2024-08-07,Corporate Card,APAC
2733,19,10,SaaS,554.04,2024-11-09,Corporate Card,APAC
2734,4,5,IT Hardware,335.25,2024-11-30,Corporate Card,APAC
2735,2,7,Travel,694.75,2024-10-17,Corporate Card,APAC
2736,8,3,SaaS,417.49,2024-12-26,Virtual Card,APAC
2737,12,9,SaaS,356.92,2024-07-07,Virtual Card,APAC
2738,13,13,Travel,547.2,2024-03-21,Virtual Card,APAC
2739,5,10,Travel,298.24,2024-03-10,Virtual Card,APAC
2740,13,22,Travel,622.49,2024-04-10,Corporate Card,APAC
2741,3,2,Operations,923.75,2024-10-10,Virtual Card,APAC
2742,12,14,Operations,287.69,2024-03-23,Corporate Card,APAC
2743,10,4,Travel,198.03,2024-04-06,Virtual Card,APAC
2744,4,1,Logistics,427.75,2024-03-10,Corporate Card,APAC
2745,11,2,IT Hardware,1725.5,2024-03-15,Virtual Card,APAC
2746,14,6,IT Hardware,382.49,2024-09-30,Corporate Card,APAC
2747,13,5,Logistics,834.18,2024-10-16,Corporate Card,APAC
2748,6,7,SaaS,378.73,2024-03-25,Virtual Card,APAC
2749,18,5,Logistics,352.89,2024-06-01,Virtual Card,APAC
2750,12,1,Travel,292.48,2024-12-23,Corporate Card,APAC
2751,18,7,Travel,420.15,2024-02-01,Corporate Card,APAC
2752,7,6,Travel,196.9,2024-04-14,Corporate Card,APAC
2753,13,6,Travel,191.72,2024-02-03,Virtual Card,APAC
2754,2,11,IT Hardware,721.49,2024-06-13,Corporate Card,APAC
2755,8,2,Operations,552.55,2024-02-06,Virtual Card,APAC
2756,6,7,IT Hardware,899.24,2024-06-13,Corporate Card,APAC
2757,8,10,Travel,474.97,2024-03-17,Corporate Card,APAC
2758,8,5,Operations,623.33,2024-12-24,Corporate Card,APAC
2759,8,12,SaaS,287.91,2024-10-18,Corporate Card,APAC
2760,18,3,Travel,698.73,2024-05-28,Corporate Card,APAC
2761,5,11,Operations,925.9,2024-01-23,Corporate Card,APAC
2762,20,2,SaaS,199.14,2024-07-06,Corporate Card,APAC
2763,12,15,Travel,174.08,2024-03-03,Corporate Card,APAC
2764,8,4,Operations,402.13,2024-02-22,Corporate Card,APAC
2765,6,5,IT Hardware,204.03,2024-07-04,Virtual Card,APAC
2766,13,5,SaaS,212.1,2024-08-03,Virtual Card,APAC
2767,11,6,Travel,510.65,2024-10-12,Virtual Card,APAC
2768,11,1,Travel,241.85,2024-05-21,Corporate Card,APAC
2769,14,5,Travel,344.27,2024-07-03,Corporate Card,APAC
2770,17,16,SaaS,587.34,2024-03-06,Corporate Card,APAC
2771,16,5,Travel,807.78,2024-03-05,Corporate Card,APAC
2772,14,3,Travel,449.1,2024-03-21,Corporate Card,APAC
2773,6,5,SaaS,220.42,2024-12-11,Corporate Card,APAC
2774,1,4,IT Hardware,338.84,2024-06-03,Corporate Card,APAC
2775,4,8,Operations,601.65,2024-08-24,Virtual Card,APAC
2776,7,2,SaaS,74.49,2024-05-30,Corporate Card,APAC
2777,2,5,SaaS,313.01,2024-07-31,Virtual Card,APAC
2778,18,6,Travel,758.84,2024-07-09,Corporate Card,APAC
2779,14,11,SaaS,449.2,2024-08-20,Corporate Card,APAC
2780,12,1,Logistics,570.57,2024-06-20,Corporate Card,APAC
2781,19,13,Operations,374.39,2024-10-25,Corporate Card,APAC
2782,6,4,SaaS,986.81,2024-08-02,Corporate Card,APAC
2783,7,7,Travel,201.86,2024-07-01,Corporate Card,APAC
2784,9,2,Travel,437.27,2024-11-17,Corporate Card,APAC
2785,12,4,Operations,754.01,2024-05-23,Corporate Card,APAC
2786,15,7,IT Hardware,709.56,2024-09-30,Virtual Card,APAC
2787,5,6,Travel,852.18,2024-04-19,Corporate Card,APAC
2788,1,6,Travel,412.88,2024-02-17,Corporate Card,APAC
2789,12,11,Operations,668.95,2024-11-07,Corporate Card,APAC
2790,10,6,Operations,410.91,2024-03-21,Corporate Card,APAC
2791,9,9,Logistics,424.51,2024-06-20,Corporate Card,APAC
2792,11,3,Operations,589.61,2024-10-27,Virtual Card,APAC
2793,14,4,SaaS,936.19,2024-06-16,Virtual Card,APAC
2794,17,8,Operations,276.16,2024-09-30,Corporate Card,APAC
2795,19,1,Travel,534.2,2024-05-06,Corporate Card,APAC
2796,14,8,SaaS,731.18,2024-05-19,Corporate Card,APAC
2797,6,6,Operations,196.17,2024-01-08,Corporate Card,APAC
2798,19,10,SaaS,576.59,2024-06-20,Corporate Card,APAC
2799,12,1,SaaS,808.95,2024-01-13,Corporate Card,APAC
2800,10,12,SaaS,610.3,2024-12-25,Corporate Card,APAC
2801,20,13,SaaS,239.7,2024-02-28,Virtual Card,APAC
2802,11,7,SaaS,127.58,2024-03-02,Virtual Card,APAC
2803,14,10,SaaS,672.58,2024-11-26,Corporate Card,APAC
2804,4,9,SaaS,601.99,2024-06-23,Corporate Card,APAC
2805,11,7,Operations,1097.0,2024-02-08,Corporate Card,APAC
2806,8,13,Travel,552.5,2024-01-16,Virtual Card,APAC
2807,1,8,Operations,225.4,2024-04-29,Corporate Card,APAC
2808,10,3,Travel,58.0,2024-01-29,Corporate Card,APAC
2809,17,5,Travel,266.34,2024-03-17,Corporate Card,APAC
2810,4,6,Operations,286.51,2024-09-08,Virtual Card,APAC
2811,12,8,Operations,278.78,2024-02-11,Corporate Card,APAC
2812,19,4,Logistics,181.88,2024-08-27,Virtual Card,APAC
2813,14,8,Travel,616.65,2024-07-27,Corporate Card,APAC
2814,1,12,Travel,1029.11,2024-03-26,Corporate Card,APAC
2815,16,3,IT Hardware,343.42,2024-06-07,Corporate Card,APAC
2816,12,1,IT Hardware,792.18,2024-10-07,Corporate Card,APAC
2817,3,7,Travel,1206.86,2024-11-14,Corporate Card,APAC
2818,15,5,SaaS,859.64,2024-01-16,Virtual Card,APAC
2819,18,11,Travel,862.43,2024-07-29,Corporate Card,APAC
2820,12,1,Travel,302.78,2024-02-03,Corporate Card,APAC
2821,4,16,Travel,370.18,2024-03-20,Virtual Card,APAC
2822,11,7,IT Hardware,532.37,2024-10-28,Corporate Card,APAC
2823,18,13,IT Hardware,554.58,2024-11-23,Virtual Card,APAC
2824,3,2,IT Hardware,526.22,2024-11-02,Corporate Card,APAC
2825,20,6,IT Hardware,443.44,2024-01-08,Corporate Card,APAC
2826,6,21,Travel,264.47,2024-08-16,Corporate Card,APAC
2827,15,11,SaaS,492.6,2024-11-04,Corporate Card,APAC
2828,12,4,Travel,687.04,2024-03-07,Corporate Card,APAC
2829,7,5,SaaS,482.29,2024-03-27,Corporate Card,APAC
2830,6,7,Travel,1170.43,2024-02-17,Virtual Card,APAC
2831,20,11,Travel,583.47,2024-09-22,Corporate Card,APAC
2832,13,7,IT Hardware,225.77,2024-10-15,Virtual Card,APAC
2833,8,14,Travel,178.66,2024-06-13,Corporate Card,APAC
2834,8,1,Operations,258.93,2024-12-26,Corporate Card,APAC
2835,7,7,Operations,317.03,2024-06-30,Virtual Card,APAC
2836,16,9,Operations,349.19,2024-02-05,Corporate Card,APAC
2837,17,8,Travel,804.43,2024-02-17,Virtual Card,APAC
2838,11,12,Operations,668.14,2024-04-24,Corporate Card,APAC
2839,3,2,Travel,225.92,2024-11-24,Corporate Card,APAC
2840,9,4,Operations,374.11,2024-08-26,Virtual Card,APAC
2841,20,7,SaaS,483.63,2024-12-11,Corporate Card,APAC
2842,18,6,SaaS,304.17,2024-04-25,Virtual Card,APAC
2843,13,7,IT Hardware,632.15,2024-12-06,Corporate Card,APAC
2844,12,7,Travel,941.76,2024-11-18,Virtual Card,APAC
2845,5,13,Operations,584.03,2024-04-23,Corporate Card,APAC
2846,13,10,Operations,241.41,2024-01-09,Corporate Card,APAC
2847,19,18,Travel,899.24,2024-04-08,Virtual Card,APAC
2848,20,12,IT Hardware,312.69,2024-09-03,Corporate Card,APAC
2849,15,4,SaaS,335.7,2024-05-26,Corporate Card,APAC
2850,2,2,SaaS,326.88,2024-08-15,Corporate Card,APAC
2851,15,14,SaaS,151.64,2024-07-02,Corporate Card,APAC
2852,12,8,IT Hardware,523.08,2024-11-20,Corporate Card,APAC
2853,17,16,Travel,162.27,2024-06-12,Corporate Card,APAC
2854,16,10,SaaS,180.54,2024-10-21,Virtual Card,APAC
2855,11,10,Logistics,771.84,2024-08-18,Corporate Card,APAC
2856,12,15,Operations,417.54,2024-01-25,Corporate Card,APAC
2857,17,10,SaaS,599.42,2024-07-20,Virtual Card,APAC
2858,17,18,Operations,859.86,2024-08-01,Virtual Card,APAC
2859,19,12,IT Hardware,404.14,2024-11-24,Virtual Card,APAC
2860,18,8,SaaS,555.8,2024-02-07,Corporate Card,APAC
2861,4,12,Travel,1343.33,2024-08-27,Virtual Card,APAC
2862,1,8,Operations,736.53,2024-11-14,Virtual Card,APAC
2863,3,16,SaaS,383.09,2024-09-27,Corporate Card,APAC
2864,3,9,Travel,456.37,2024-08-02,Virtual Card,APAC
2865,19,2,Operations,298.35,2024-12-21,Virtual Card,APAC
2866,14,5,IT Hardware,362.39,2024-07-26,Corporate Card,APAC
2867,7,1,Travel,319.99,2024-06-02,Corporate Card,APAC
2868,15,1,IT Hardware,311.38,2024-09-25,Corporate Card,APAC
2869,20,2,Operations,360.05,2024-11-25,Corporate Card,APAC
2870,1,2,SaaS,1038.1,2024-11-16,Corporate Card,APAC
2871,17,7,Operations,1203.86,2024-12-01,Virtual Card,APAC
2872,17,5,Operations,165.8,2024-10-25,Corporate Card,APAC
2873,14,5,SaaS,478.81,2024-03-27,Corporate Card,APAC
2874,4,9,Operations,56.1,2024-05-08,Corporate Card,APAC
2875,7,2,Travel,530.58,2024-05-31,Virtual Card,APAC
2876,9,3,Operations,126.32,2024-01-14,Corporate Card,APAC
2877,20,4,Operations,1395.66,2024-03-30,Virtual Card,APAC
2878,7,5,Operations,165.56,2024-04-07,Corporate Card,APAC
2879,16,3,SaaS,243.68,2024-02-24,Virtual Card,APAC
2880,11,9,Travel,351.21,2024-02-10,Corporate Card,APAC
2881,10,5,Operations,643.74,2024-08-05,Corporate Card,APAC
2882,16,2,Travel,268.56,2024-10-27,Virtual Card,APAC
2883,14,19,IT Hardware,924.13,2024-01-03,Corporate Card,APAC
2884,2,16,Travel,614.68,2024-12-09,Corporate Card,APAC
2885,10,2,Travel,283.12,2024-06-16,Corporate Card,APAC
2886,19,6,SaaS,631.82,2024-06-12,Corporate Card,APAC
2887,4,1,Travel,341.82,2024-11-18,Virtual Card,APAC
2888,11,2,Operations,605.94,2024-02-17,Corporate Card,APAC
2889,18,7,Travel,514.49,2024-03-20,Corporate Card,APAC
2890,17,5,Travel,389.32,2024-04-10,Corporate Card,APAC
2891,12,7,Travel,911.36,2024-05-03,Virtual Card,APAC
2892,6,5,Travel,113.8,2024-10-28,Corporate Card,APAC
2893,11,8,Travel,319.57,2024-01-03,Corporate Card,APAC
2894,1,14,IT Hardware,294.16,2024-07-05,Virtual Card,APAC
2895,16,1,Travel,317.36,2024-02-24,Virtual Card,APAC
2896,20,4,SaaS,752.65,2024-01-02,Corporate Card,APAC
2897,1,10,Logistics,112.4,2024-07-19,Corporate Card,APAC
2898,8,11,Travel,942.07,2024-08-28,Corporate Card,APAC
2899,11,5,IT Hardware,434.19,2024-02-29,Virtual Card,APAC
2900,10,7,Travel,157.35,2024-04-04,Corporate Card,APAC
2901,3,2,Operations,886.08,2024-09-28,Corporate Card,APAC
2902,6,14,Operations,310.93,2024-08-19,Corporate Card,APAC
2903,17,7,Travel,590.98,2024-12-16,Corporate Card,APAC
2904,12,15,Travel,2005.2,2024-08-26,Corporate Card,APAC
2905,17,8,Travel,191.49,2024-12-30,Corporate Card,APAC
2906,15,8,SaaS,443.38,2024-01-14,Corporate Card,APAC
2907,16,7,Operations,715.38,2024-01-06,Corporate Card,APAC
2908,11,5,Travel,122.79,2024-11-07,Corporate Card,APAC
2909,11,8,Travel,1317.72,2024-07-10,Corporate Card,APAC
2910,12,5,Operations,436.3,2024-07-25,Corporate Card,APAC
2911,14,1,IT Hardware,496.96,2024-10-26,Corporate Card,APAC
2912,16,7,Operations,810.0,2024-08-09,Virtual Card,APAC
2913,6,9,IT Hardware,180.44,2024-12-03,Virtual Card,APAC
2914,18,12,SaaS,275.93,2024-03-22,Corporate Card,APAC
2915,7,5,Travel,256.98,2024-10-02,Corporate Card,APAC
2916,18,4,Operations,307.09,2024-12-23,Virtual Card,APAC
2917,13,1,Travel,648.7,2024-09-24,Corporate Card,APAC
2918,17,1,Travel,245.25,2024-09-01,Corporate Card,APAC
2919,6,3,IT Hardware,382.0,2024-10-04,Corporate Card,APAC
2920,8,9,IT Hardware,445.69,2024-11-16,Corporate Card,APAC
2921,19,8,Travel,491.04,2024-06-19,Virtual Card,APAC
2922,8,3,Logistics,570.84,2024-01-13,Virtual Card,APAC
2923,2,6,IT Hardware,502.85,2024-02-16,Corporate Card,APAC
2924,17,5,Operations,397.54,2024-02-17,Corporate Card,APAC
2925,16,8,Logistics,246.48,2024-03-11,Corporate Card,APAC
2926,19,3,Logistics,432.82,2024-10-26,Corporate Card,APAC
2927,1,3,IT Hardware,384.66,2024-12-20,Corporate Card,APAC
2928,20,9,Travel,142.04,2024-03-07,Corporate Card,APAC
2929,10,8,Travel,223.96,2024-04-07,Corporate Card,APAC
2930,1,5,Operations,534.62,2024-06-27,Corporate Card,APAC
2931,14,1,IT Hardware,252.22,2024-03-22,Virtual Card,APAC
2932,1,20,Logistics,456.59,2024-06-15,Corporate Card,APAC
2933,4,8,Logistics,833.93,2024-01-13,Virtual Card,APAC
2934,4,8,IT Hardware,873.14,2024-12-25,Corporate Card,APAC
2935,11,2,SaaS,514.32,2024-03-03,Corporate Card,APAC
2936,18,7,SaaS,498.8,2024-07-04,Corporate Card,APAC
2937,13,3,SaaS,196.96,2024-03-13,Corporate Card,APAC
2938,9,4,SaaS,743.9,2024-06-20,Corporate Card,APAC
2939,2,11,Travel,481.65,2024-10-30,Corporate Card,APAC
2940,16,7,SaaS,665.95,2024-10-31,Corporate Card,APAC
2941,13,8,Operations,767.42,2024-12-11,Virtual Card,APAC
2942,6,18,Operations,238.61,2024-09-15,Corporate Card,APAC
2943,4,6,Travel,294.49,2024-07-10,Corporate Card,APAC
2944,14,8,IT Hardware,257.47,2024-08-16,Corporate Card,APAC
2945,14,1,Travel,361.12,2024-03-17,Corporate Card,APAC
2946,10,5,Travel,417.12,2024-09-15,Corporate Card,APAC
2947,10,3,Travel,259.97,2024-05-09,Corporate Card,APAC
2948,4,18,IT Hardware,1909.57,2024-10-23,Corporate Card,APAC
2949,2,6,Operations,292.08,2024-09-08,Corporate Card,APAC
2950,4,6,Travel,1255.02,2024-08-15,Corporate Card,APAC
2951,12,4,SaaS,186.88,2024-11-23,Corporate Card,APAC
2952,11,2,SaaS,157.96,2024-11-28,Corporate Card,APAC
2953,5,3,SaaS,1147.2,2024-12-14,Virtual Card,APAC
2954,19,14,IT Hardware,220.2,2024-07-06,Corporate Card,APAC
2955,12,8,SaaS,921.03,2024-04-29,Corporate Card,APAC
2956,19,6,Travel,92.95,2024-05-25,Corporate Card,APAC
2957,4,5,IT Hardware,347.29,2024-09-09,Corporate Card,APAC
2958,17,4,IT Hardware,478.23,2024-02-10,Corporate Card,APAC
2959,19,3,Logistics,265.51,2024-01-06,Corporate Card,APAC
